i,joint_names,positions
1078,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.057577356696128845, -1.3323956727981567, 2.2633657455444336, 0.009881929494440556, -0.9100357890129089, 1.8375499248504639, -0.005586220882833004, -0.8951365947723389, 1.839278221130371, 0.03402628004550934, -1.2683196067810059, 2.289360761642456]"
1079,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.05156920850276947, -1.3176605701446533, 2.2761831283569336, 0.00816591177135706, -0.914503276348114, 1.8386976718902588, -0.004615440033376217, -0.902242124080658, 1.8402318954467773, 0.030453817918896675, -1.2589993476867676, 2.2980570793151855]"
1080,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.04397188127040863, -1.3012640476226807, 2.2893319129943848, 0.006264791823923588, -0.9188517332077026, 1.839918613433838, -0.0035426756367087364, -0.9095017313957214, 1.8411756753921509, 0.02593054063618183, -1.2500343322753906, 2.306756019592285]"
1081,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.037694498896598816, -1.2840086221694946, 2.3009274005889893, 0.004595593549311161, -0.9233306050300598, 1.8409779071807861, -0.0025983592495322227, -0.9165014624595642, 1.841960072517395, 0.022212373092770576, -1.2391669750213623, 2.3147852420806885]"
1082,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.030503226444125175, -1.2611324787139893, 2.314063310623169, 0.0025813141837716103, -0.9289594888687134, 1.8422170877456665, -0.0014582712901756167, -0.9251374006271362, 1.8428112268447876, 0.017969386652112007, -1.2240099906921387, 2.324160575866699]"
1083,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.021904481574892998, -1.236241102218628, 2.326897621154785, 0.0004303614259697497, -0.9344931244850159, 1.8434847593307495, -0.0002429922460578382, -0.9338592886924744, 1.8435907363891602, 0.012891189195215702, -1.208943247795105, 2.3333358764648438]"
1084,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.013084723614156246, -1.2097529172897339, 2.338595151901245, -0.0017221112502738833, -0.9400115609169006, 1.8447048664093018, 0.0009725848794914782, -0.9425330758094788, 1.844252586364746, 0.007693038322031498, -1.1930809020996094, 2.341949462890625]"
1085,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-0.003949328325688839, -1.1816872358322144, 2.349052906036377, -0.0037655672058463097, -0.9455791711807251, 1.8458129167556763, 0.002127663232386112, -0.9510499238967896, 1.8447638750076294, 0.0023184577003121376, -1.1765410900115967, 2.349916458129883]"
1086,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0031621912494301796, -1.1583160161972046, 2.356189250946045, -0.005440696142613888, -0.9499985575675964, 1.8466871976852417, 0.0030738571658730507, -0.9578655362129211, 1.8451011180877686, -0.001854880596511066, -1.1624988317489624, 2.3555939197540283]"
1087,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.010359660722315311, -1.1340653896331787, 2.362245559692383, -0.007116659544408321, -0.9544075131416321, 1.8475306034088135, 0.004020319320261478, -0.964648425579071, 1.8453638553619385, -0.0060722967609763145, -1.1479586362838745, 2.3606114387512207]"
1088,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.010359660722315311, -1.1340653896331787, 2.362245559692383, -0.007116659544408321, -0.9544075131416321, 1.8475306034088135, 0.004020319320261478, -0.964648425579071, 1.8453638553619385, -0.0060722967609763145, -1.1479586362838745, 2.3606114387512207]"
1089,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.019444243982434273, -1.1026043891906738, 2.3680801391601562, -0.00921307411044836, -0.9599037766456604, 1.848541498184204, 0.005203799344599247, -0.9730798602104187, 1.8455870151519775, -0.01138628926128149, -1.1290874481201172, 2.365753412246704]"
1090,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.02946259267628193, -1.0695617198944092, 2.37204647064209, -0.011643811129033566, -0.965192973613739, 1.849700689315796, 0.006571517325937748, -0.9817747473716736, 1.8457765579223633, -0.01724456064403057, -1.1101638078689575, 2.369642734527588]"
1091,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.038837119936943054, -1.0359300374984741, 2.3731813430786133, -0.013804956339299679, -0.9706210494041443, 1.8506526947021484, 0.007790104486048222, -0.9901552200317383, 1.845777153968811, -0.02271096222102642, -1.0900721549987793, 2.371471643447876]"
1092,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.048058584332466125, -1.0017553567886353, 2.371389627456665, -0.015967650339007378, -0.9760320782661438, 1.8515568971633911, 0.00900913868099451, -0.998479425907135, 1.8456599712371826, -0.028079165145754814, -1.0693974494934082, 2.3710508346557617]"
1093,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05697976052761078, -0.9674813151359558, 2.3663225173950195, -0.018131835386157036, -0.9814257025718689, 1.8524129390716553, 0.010228619910776615, -1.0067458152770996, 1.8454241752624512, -0.03326563537120819, -1.0483042001724243, 2.367980480194092]"
1094,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06542237102985382, -0.9336405396461487, 2.357653856277466, -0.020297421142458916, -0.9868014454841614, 1.85322105884552, 0.011448637582361698, -1.01495361328125, 1.8450703620910645, -0.038168713450431824, -1.0270106792449951, 2.3618485927581787]"
1095,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07169564068317413, -0.907276451587677, 2.3479316234588623, -0.022030962631106377, -0.9910891056060791, 1.8538329601287842, 0.01242505107074976, -1.0214766263961792, 1.8447024822235107, -0.04180942475795746, -1.0100055932998657, 2.3544628620147705]"
1096,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07169564068317413, -0.907276451587677, 2.3479316234588623, -0.022030962631106377, -0.9910891056060791, 1.8538329601287842, 0.01242505107074976, -1.0214766263961792, 1.8447024822235107, -0.04180942475795746, -1.0100055932998657, 2.3544628620147705]"
1097,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07742179930210114, -0.8818795084953308, 2.335597038269043, -0.023765427991747856, -0.9953650236129761, 1.8544141054153442, 0.01340173278003931, -1.0279606580734253, 1.8442590236663818, -0.045131757855415344, -0.9931817650794983, 2.3446531295776367]"
1098,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0836416631937027, -0.8519476056098938, 2.3163585662841797, -0.02593482844531536, -1.0006932020187378, 1.8550972938537598, 0.014623002149164677, -1.0360100269317627, 1.8435983657836914, -0.04874129593372345, -0.9726210236549377, 2.3286938667297363]"
1099,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0877424031496048, -0.8297748565673828, 2.297830104827881, -0.02767126075923443, -1.0049420595169067, 1.8556091785430908, 0.015600339509546757, -1.042404294013977, 1.8429851531982422, -0.0511234849691391, -0.9566990733146667, 2.3127622604370117]"
1100,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0909714549779892, -0.8094047904014587, 2.2764716148376465, -0.02940867654979229, -1.009178876876831, 1.8560904264450073, 0.01657806523144245, -1.0487573146820068, 1.8422962427139282, -0.0530022531747818, -0.9413506388664246, 2.2938625812530518]"
1101,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09326519072055817, -0.7909789085388184, 2.2522780895233154, -0.031146956607699394, -1.0134031772613525, 1.8565406799316406, 0.01755593903362751, -1.0550689697265625, 1.8415319919586182, -0.05434165894985199, -0.9266343712806702, 2.2718863487243652]"
1102,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0947662740945816, -0.7707748413085938, 2.218093156814575, -0.033321037888526917, -1.0186657905578613, 1.8570605516433716, 0.018778877332806587, -1.062899112701416, 1.8404706716537476, -0.05522678792476654, -0.909151017665863, 2.2399919033050537]"
1103,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0947662740945816, -0.7707748413085938, 2.218093156814575, -0.033321037888526917, -1.0186657905578613, 1.8570605516433716, 0.018778877332806587, -1.062899112701416, 1.8404706716537476, -0.05522678792476654, -0.909151017665863, 2.2399919033050537]"
1104,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09475301206111908, -0.7536748051643372, 2.1796658039093018, -0.035496339201927185, -1.0239083766937256, 1.8575319051742554, 0.020002232864499092, -1.0706623792648315, 1.8392915725708008, -0.05523614585399628, -0.892628014087677, 2.203183889389038]"
1105,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09370286762714386, -0.7421051859855652, 2.146052598953247, -0.03723759949207306, -1.028088092803955, 1.8578746318817139, 0.02098126895725727, -1.0768238306045532, 1.8382635116577148, -0.05464117228984833, -0.8800180554389954, 2.1703155040740967]"
1106,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09180693328380585, -0.7322530150413513, 2.1101388931274414, -0.03897978365421295, -1.0322543382644653, 1.85818612575531, 0.02196057327091694, -1.0829411745071411, 1.8371599912643433, -0.05355481803417206, -0.8678682446479797, 2.134631872177124]"
1107,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08916543424129486, -0.723956286907196, 2.07228684425354, -0.04072268307209015, -1.0364073514938354, 1.8584671020507812, 0.022940175607800484, -1.0890138149261475, 1.8359814882278442, -0.052034005522727966, -0.8561232686042786, 2.0964980125427246]"
1108,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08499743044376373, -0.7155722975730896, 2.023085594177246, -0.04290251433849335, -1.0415798425674438, 1.858775019645691, 0.024164991453289986, -1.0965406894683838, 1.8344025611877441, -0.04962639510631561, -0.8420218229293823, 2.0462679862976074]"
1109,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08010803163051605, -0.7093340754508972, 1.9733200073242188, -0.04508359730243683, -1.046730875968933, 1.859034538269043, 0.025390343740582466, -1.1039958000183105, 1.8327064514160156, -0.046794816851615906, -0.8288034200668335, 1.9948126077651978]"
1110,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08010803163051605, -0.7093340754508972, 1.9733200073242188, -0.04508359730243683, -1.046730875968933, 1.859034538269043, 0.025390343740582466, -1.1039958000183105, 1.8327064514160156, -0.046794816851615906, -0.8288034200668335, 1.9948126077651978]"
1111,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07476098835468292, -0.7055474519729614, 1.9254670143127441, -0.04726599156856537, -1.0518603324890137, 1.859246015548706, 0.0266162920743227, -1.1113778352737427, 1.83089280128479, -0.04369165003299713, -0.8171293139457703, 1.9447352886199951]"
1112,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07032199203968048, -0.7048730254173279, 1.8909852504730225, -0.0490126758813858, -1.0559478998184204, 1.8593804836273193, 0.027597175911068916, -1.1172301769256592, 1.829357624053955, -0.04111136496067047, -0.8097357153892517, 1.9081828594207764]"
1113,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06586100161075592, -0.7071912288665771, 1.862642526626587, -0.05076019465923309, -1.060021162033081, 1.8594839572906494, 0.028578417375683784, -1.1230347156524658, 1.8277475833892822, -0.03851531445980072, -0.805160641670227, 1.8775867223739624]"
1114,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06146799027919769, -0.7137786746025085, 1.8437738418579102, -0.05250854790210724, -1.0640802383422852, 1.859557032585144, 0.029559927061200142, -1.1287904977798462, 1.8260623216629028, -0.03595595061779022, -0.8048318028450012, 1.8563467264175415]"
1115,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06146799027919769, -0.7137786746025085, 1.8437738418579102, -0.05250854790210724, -1.0640802383422852, 1.859557032585144, 0.029559927061200142, -1.1287904977798462, 1.8260623216629028, -0.03595595061779022, -0.8048318028450012, 1.8563467264175415]"
1116,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0536833256483078, -0.7344827055931091, 1.8394010066986084, -0.056466564536094666, -1.0809599161148071, 1.865032434463501, 0.031800493597984314, -1.1488068103790283, 1.826918363571167, -0.03139810264110565, -0.8134101033210754, 1.8481979370117188]"
1117,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.052342489361763, -0.7398179173469543, 1.840350866317749, -0.059303268790245056, -1.0933561325073242, 1.8769559860229492, 0.03339208662509918, -1.163891077041626, 1.836092233657837, -0.030616028234362602, -0.8165926337242126, 1.8484128713607788]"
1118,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05100221931934357, -0.7451385259628296, 1.8412580490112305, -0.06214497983455658, -1.1078795194625854, 1.893392562866211, 0.034985437989234924, -1.1811208724975586, 1.8498884439468384, -0.029834015294909477, -0.8197681307792664, 1.8486112356185913]"
1119,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.049662306904792786, -0.7504447102546692, 1.8421224355697632, -0.06498344242572784, -1.1239427328109741, 1.9131500720977783, 0.03657577931880951, -1.199896216392517, 1.8671165704727173, -0.029052240774035454, -0.822936475276947, 1.8487927913665771]"
1120,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.049662306904792786, -0.7504447102546692, 1.8421224355697632, -0.06498344242572784, -1.1239427328109741, 1.9131500720977783, 0.03657577931880951, -1.199896216392517, 1.8671165704727173, -0.029052240774035454, -0.822936475276947, 1.8487927913665771]"
1121,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04787649214267731, -0.757496178150177, 1.8432084321975708, -0.06874077022075653, -1.1468857526779175, 1.9429460763931274, 0.038679108023643494, -1.2264341115951538, 1.8937177658081055, -0.028010142967104912, -0.8271501064300537, 1.8490095138549805]"
1122,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04653768241405487, -0.7627670764923096, 1.8439730405807495, -0.07151629030704498, -1.1646854877471924, 1.966834306716919, 0.040231361985206604, -1.246887445449829, 1.9153515100479126, -0.027228785678744316, -0.8303018808364868, 1.8491525650024414]"
1123,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.044753298163414, -0.7697708606719971, 1.8449262380599976, -0.07511915266513824, -1.188538908958435, 1.999532699584961, 0.0422445684671402, -1.2741785049438477, 1.9452526569366455, -0.026187194511294365, -0.8344929218292236, 1.8493174314498901]"
1124,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04341547191143036, -0.7750052809715271, 1.8455911874771118, -0.07771565020084381, -1.206143856048584, 2.024059295654297, 0.04369382560253143, -1.2942557334899902, 1.9678572416305542, -0.025406284257769585, -0.8376278281211853, 1.8494219779968262]"
1125,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.042078182101249695, -0.7802234888076782, 1.8462132215499878, -0.08019031584262848, -1.2232366800308228, 2.048173189163208, 0.045073702931404114, -1.3137035369873047, 1.990220069885254, -0.024625523015856743, -0.8407552242279053, 1.8495099544525146]"
1126,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04029594361782074, -0.7871556282043457, 1.8469760417938232, -0.08324871957302094, -1.2448906898498535, 2.079212188720703, 0.04677732288837433, -1.338276743888855, 2.0192277431488037, -0.02358473651111126, -0.8449134826660156, 1.8496015071868896]"
1127,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04029594361782074, -0.7871556282043457, 1.8469760417938232, -0.08324871957302094, -1.2448906898498535, 2.079212188720703, 0.04677732288837433, -1.338276743888855, 2.0192277431488037, -0.02358473651111126, -0.8449134826660156, 1.8496015071868896]"
1128,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.038514479994773865, -0.794058084487915, 1.8476626873016357, -0.08596469461917877, -1.2649002075195312, 2.108565330505371, 0.04828770458698273, -1.360906720161438, 2.046945095062256, -0.02254442684352398, -0.8490583300590515, 1.849663496017456]"
1129,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03787769377231598, -0.8003551363945007, 1.8486887216567993, -0.0908953994512558, -1.2817232608795166, 2.137561798095703, 0.05100299417972565, -1.383225440979004, 2.072887420654297, -0.022184116765856743, -0.8541508913040161, 1.8501653671264648]"
1130,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.035583630204200745, -0.8089439272880554, 1.8493329286575317, -0.09315313398838043, -1.301216721534729, 2.1688098907470703, 0.052251264452934265, -1.4051002264022827, 2.1033318042755127, -0.020843280479311943, -0.8592369556427002, 1.8501317501068115]"
1131,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.033291175961494446, -0.8174822330474854, 1.8498563766479492, -0.09451721608638763, -1.317052960395813, 2.196641445159912, 0.05300067365169525, -1.4226292371749878, 2.1312355995178223, -0.01950289122760296, -0.8643014430999756, 1.8500529527664185]"
1132,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.031000064685940742, -0.8259688019752502, 1.8502589464187622, -0.09489993751049042, -1.3290836811065674, 2.2211384773254395, 0.053203120827674866, -1.435604214668274, 2.1567223072052, -0.01816321723163128, -0.8693438768386841, 1.849928379058838]"
1133,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.028710441663861275, -0.834402322769165, 1.8505405187606812, -0.09424851834774017, -1.3372852802276611, 2.24249005317688, 0.05283014476299286, -1.4439475536346436, 2.1799821853637695, -0.01682404987514019, -0.8743640780448914, 1.849758505821228]"
