i,joint_names,positions,pulse_position
961,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0914689153432846, -0.7802771329879761, 2.2318062782287598, -0.03152079880237579, -1.0170637369155884, 1.8562793731689453, 0.017777131870388985, -1.0589419603347778, 1.8407901525497437, -0.05328129231929779, -0.9138303399085999, 2.2521934509277344]","[1648.1180621683598, 1571.93761165766, 364.2194051904201, 1520.51234588027, 510.1841218720303, 2017.105971156319, 1658.976724948734, 1961.9806442534264, 337.04263633939394, 1486.3483710587025, 524.9416117784141, 2276.995314823549]"
962,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0920429676771164, -0.7653774619102478, 2.202761650085449, -0.033210501074790955, -1.0212901830673218, 1.856642246246338, 0.018728123977780342, -1.0651395320892334, 1.8398972749710083, -0.053626254200935364, -0.9002110362052917, 2.2246782779693604]","[1648.9848811924458, 1541.9209004428644, 359.47946996865477, 1517.8595133125782, 512.3042109483557, 2017.5002832742903, 1660.526842083782, 1973.463347063474, 336.8791533847244, 1485.8067809045315, 517.1181253771754, 2249.1771361111614]"
963,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0920429676771164, -0.7653774619102478, 2.202761650085449, -0.033210501074790955, -1.0212901830673218, 1.856642246246338, 0.018728123977780342, -1.0651395320892334, 1.8398972749710083, -0.053626254200935364, -0.9002110362052917, 2.2246782779693604]","[1648.9848811924458, 1541.9209004428644, 359.47946996865477, 1517.8595133125782, 512.3042109483557, 2017.5002832742903, 1660.526842083782, 1973.463347063474, 336.8791533847244, 1485.8067809045315, 517.1181253771754, 2249.1771361111614]"
964,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.09146250784397125, -0.7494543194770813, 2.162731170654297, -0.035323724150657654, -1.0265547037124634, 1.8570520877838135, 0.01991729624569416, -1.072826623916626, 1.8386766910552979, -0.053306207060813904, -0.8840323686599731, 2.1859283447265625]","[1648.1083868443966, 1509.8423152475934, 352.9466998307946, 1514.5417530834675, 514.9450236574629, 2017.9456331631156, 1662.4651928804815, 1987.7057946582174, 336.6556684751302, 1486.3092549145222, 507.82443545819535, 2210.000476394284]"
965,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08954189717769623, -0.736305296421051, 2.1189019680023193, -0.03743816912174225, -1.0317983627319336, 1.8574132919311523, 0.02110682614147663, -1.0804458856582642, 1.8373398780822754, -0.05220867693424225, -0.8686603903770447, 2.1426138877868652]","[1645.2082647383213, 1483.352440016755, 345.79399743202606, 1511.2220744788647, 517.5753716633391, 2018.3381317562341, 1664.404126610607, 2001.8225684008207, 336.41090240655035, 1488.0323772132397, 498.9941409235771, 2166.2090270073804]"
966,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08645229041576385, -0.7256239056587219, 2.0718843936920166, -0.039553895592689514, -1.0370206832885742, 1.8577258586883545, 0.02229689247906208, -1.087996482849121, 1.8358871936798096, -0.0504307895898819, -0.8539677858352661, 2.0953335762023926]","[1640.5429585278034, 1461.8338292895373, 338.12096903532057, 1507.9003839194775, 520.1950157727672, 2018.6777790536455, 1666.3439347408712, 2015.812122215774, 336.14492065947394, 1490.8236603438854, 490.5541065183334, 2118.408049734804]"
967,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.08328573405742645, -0.7186725735664368, 2.0326342582702637, -0.04124732315540314, -1.0411832332611084, 1.857940912246704, 0.023249195888638496, -1.0939866304397583, 1.834641456604004, -0.048602476716041565, -0.84268718957901, 2.055341958999634]","[1635.761458426714, 1447.8297531670678, 331.7155470610174, 1505.241702646017, 522.2830529580533, 2018.911464684664, 1667.8961892984807, 2026.9105148277129, 335.9168302888069, 1493.6941115558147, 484.07406955526557, 2077.9760322429725]"
968,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07866699993610382, -0.7118891477584839, 1.982814073562622, -0.04336531460285187, -1.046366810798645, 1.8581660985946655, 0.02443997748196125, -1.1014105081558228, 1.8329800367355347, -0.0459294468164444, -0.8293476700782776, 2.00400447845459]","[1628.7871699035168, 1434.1639391727792, 323.58514693726875, 1501.9164560735226, 524.8832626186237, 2019.156161002288, 1669.8371632955968, 2040.665286033132, 335.6126297628752, 1497.8907684981823, 476.41130267037045, 2026.0732071869106]"
969,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.076938197016716, -0.7067257761955261, 1.9441744089126587, -0.04639290273189545, -1.0498112440109253, 1.8591673374176025, 0.026125865057110786, -1.108433723449707, 1.831632137298584, -0.04495598375797272, -0.8215480446815491, 1.9643876552581787]","[1626.1766774952412, 1423.761868396085, 317.27935068028535, 1497.1631427109241, 526.6110748195417, 2020.2441463764142, 1672.5851600430906, 2053.677720125997, 335.36583379913054, 1499.4191054999828, 471.93087807926304, 1986.0201110511136]"
970,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.07255075871944427, -0.7048985362052917, 1.9076368808746338, -0.04813922941684723, -1.053905963897705, 1.8593173027038574, 0.027106719091534615, -1.1143099069595337, 1.8301345109939575, -0.04240734875202179, -0.8131531476974487, 1.9258971214294434]","[1619.5516456663609, 1420.080731086351, 311.3166124001067, 1494.4214098155499, 528.6650867697506, 2020.4071045381775, 1674.1839521192014, 2064.5649629969057, 335.09162333724635, 1503.4204624593258, 467.1085050838686, 1947.105707336377]"
971,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06697289645671844, -0.7062690854072571, 1.8689837455749512, -0.05032320320606232, -1.059004306793213, 1.8594610691070557, 0.028333114460110664, -1.1215879917144775, 1.8281569480895996, -0.03916279971599579, -0.8059694170951843, 1.884504795074463]","[1611.1290736496449, 1422.841824226357, 305.0086178017725, 1490.9925709664822, 531.2225406428337, 2020.563326750488, 1676.1829765699804, 2078.049612723999, 334.72953805887363, 1508.5144044458866, 462.98187571269693, 1905.2575556418085]"
972,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.06494389474391937, -0.7074408531188965, 1.8685567378997803, -0.048877373337745667, -1.0597398281097412, 1.8585237264633179, 0.027538107708096504, -1.120374083518982, 1.8281190395355225, -0.037959709763526917, -0.8042725324630737, 1.8835891485214233]","[1608.0652810633183, 1425.2024543924604, 304.9389323263889, 1493.2625238597393, 531.5914961796117, 2019.5447734707222, 1674.8871155641973, 2075.800514593342, 334.7225971270198, 1510.4032556712627, 462.00711561240166, 1904.3318257004278]"
973,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05960695445537567, -0.7148303985595703, 1.8433350324630737, -0.05099944770336151, -1.0648422241210938, 1.8585737943649292, 0.028730349615216255, -1.1275347471237183, 1.8260414600372314, -0.034851983189582825, -0.8032668232917786, 1.8555103540420532]","[1600.0065012276173, 1440.089350240307, 300.82287859822407, 1489.9308671057224, 534.1509831950369, 2019.599179216303, 1676.8304698728025, 2089.067609409437, 334.3421991385045, 1515.282386392355, 461.429395033095, 1875.9438186892703]"
974,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05960695445537567, -0.7148303985595703, 1.8433350324630737, -0.05099944770336151, -1.0648422241210938, 1.8585737943649292, 0.028730349615216255, -1.1275347471237183, 1.8260414600372314, -0.034851983189582825, -0.8032668232917786, 1.8555103540420532]","[1600.0065012276173, 1440.089350240307, 300.82287859822407, 1489.9308671057224, 534.1509831950369, 2019.599179216303, 1676.8304698728025, 2089.067609409437, 334.3421991385045, 1515.282386392355, 461.429395033095, 1875.9438186892703]"
975,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.0536833256483078, -0.7344827055931091, 1.8394010066986084, -0.056466564536094666, -1.0809599161148071, 1.865032434463501, 0.031800493597984314, -1.1488068103790283, 1.826918363571167, -0.03139810264110565, -0.8134101033210754, 1.8481979370117188]","[1591.0618217289448, 1479.680668857535, 300.18086565206704, 1481.3474936783314, 542.2360129114184, 2026.6173908587339, 1681.8348045647144, 2128.479945433083, 334.50275729799034, 1520.7049788534641, 467.25611092855485, 1868.550875018624]"
976,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05189569294452667, -0.7415929436683655, 1.8406579494476318, -0.06025029718875885, -1.0979915857315063, 1.8819962739944458, 0.0339231938123703, -1.1694272756576538, 1.840240240097046, -0.03035534732043743, -0.8176518082618713, 1.8484807014465332]","[1588.3624963462353, 1494.0048752014213, 300.3859922998741, 1475.4070334136486, 550.7795162259323, 2045.050964223928, 1685.2948059141636, 2166.6850173516355, 336.9419491738545, 1522.3421047069132, 469.69272014480447, 1868.836753344487]"
977,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05189569294452667, -0.7415929436683655, 1.8406579494476318, -0.06025029718875885, -1.0979915857315063, 1.8819962739944458, 0.0339231938123703, -1.1694272756576538, 1.840240240097046, -0.03035534732043743, -0.8176518082618713, 1.8484807014465332]","[1588.3624963462353, 1494.0048752014213, 300.3859922998741, 1475.4070334136486, 550.7795162259323, 2045.050964223928, 1685.2948059141636, 2166.6850173516355, 336.9419491738545, 1522.3421047069132, 469.69272014480447, 1868.836753344487]"
978,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05055542290210724, -0.7469089031219482, 1.8415508270263672, -0.06309206783771515, -1.1130895614624023, 1.899662733078003, 0.035516157746315, -1.1872349977493286, 1.855303168296814, -0.029573453590273857, -0.8208250999450684, 1.848673701286316]","[1586.338688582182, 1504.7143478411413, 300.5317053681664, 1470.9454534947872, 558.3530312483755, 2064.2480315521057, 1687.8913371264935, 2199.6787104630735, 339.6999218979093, 1523.56967786327, 471.51558898387924, 1869.0318785593154]"
979,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04921571910381317, -0.7522100806236267, 1.842401146888733, -0.06592683494091034, -1.1295491456985474, 1.920295000076294, 0.03710402548313141, -1.2064049243927002, 1.8734432458877563, -0.02879173867404461, -0.8239911198616028, 1.8488497734069824]","[1584.315735846758, 1515.3940409253808, 300.6704732341383, 1466.4948691427708, 566.6095625011393, 2086.667862081008, 1690.4795615375042, 2235.196261410023, 343.0213105777562, 1524.79697028175, 473.33428062206053, 1869.209889641651]"
980,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.05075041949748993, -0.7513835430145264, 1.842850685119629, -0.06788153946399689, -1.1285958290100098, 1.9215716123580933, 0.03817702829837799, -1.207944393157959, 1.8733346462249756, -0.029702885076403618, -0.8252829909324646, 1.849514365196228]","[1586.6331334412098, 1513.7289074743733, 300.74383558133866, 1463.425983041525, 566.1313554626281, 2088.055079055828, 1692.2285561263561, 2238.0485498573667, 343.00142633587313, 1523.3664704300463, 474.0763843283305, 1869.8818001250772]"
981,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04936911165714264, -0.7566977143287659, 1.8436570167541504, -0.07077984511852264, -1.145895004272461, 1.9442707300186157, 0.039798006415367126, -1.2280268669128418, 1.89358651638031, -0.028896553441882133, -0.8284063935279846, 1.8496522903442383]","[1584.5473586022854, 1524.434777748511, 300.8754247928112, 1458.8756431639194, 574.8090461717173, 2112.7208305773006, 1694.8707504570484, 2275.256844808065, 346.70947730436757, 1524.632411096245, 475.87059483012797, 1870.0212441482745]"
982,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04653768241405487, -0.7627670764923096, 1.8439730405807495, -0.07151629030704498, -1.1646854877471924, 1.966834306716919, 0.040231361985206604, -1.246887445449829, 1.9153515100479126, -0.027228785678744316, -0.8303018808364868, 1.8491525650024414]","[1580.2719004452229, 1536.662047086921, 300.9269982699865, 1457.7194242179394, 584.2348136660729, 2137.2392979732367, 1695.5771200358868, 2310.2012434768008, 350.69457622261086, 1527.2508064843714, 476.959440449907, 1869.5160156735617]"
983,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04519928991794586, -0.7680225372314453, 1.8446950912475586, -0.07423160970211029, -1.1825966835021973, 1.991325855255127, 0.0417487770318985, -1.267390251159668, 1.9377213716506958, -0.02644754759967327, -0.8334464430809021, 1.8492790460586548]","[1578.2509277760983, 1547.2496396911051, 301.04483325725573, 1453.4563727676868, 593.2195088688119, 2163.852775186501, 1698.0505065619946, 2348.188318748495, 354.79042447489866, 1528.477350268513, 478.7658059215174, 1869.6438895790175]"
984,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04430718719959259, -0.7715174555778503, 1.845152497291565, -0.07599632441997528, -1.1944503784179688, 2.0077335834503174, 0.042734190821647644, -1.2809255123138428, 1.9527950286865234, -0.025926901027560234, -0.8355387449264526, 1.8493542671203613]","[1576.9038526713848, 1554.2904632217765, 301.1194795914397, 1450.6857706606388, 599.1656130430517, 2181.68205616328, 1699.6567310392857, 2373.2661052506096, 357.55036161362904, 1529.2947653867304, 479.9677098802327, 1869.7199389987559]"
985,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04568807780742645, -0.7707924246788025, 1.845595121383667, -0.07825370132923126, -1.1933636665344238, 2.0091755390167236, 0.04397161304950714, -1.2826560735702515, 1.9526097774505615, -0.02674718014895916, -0.8367006182670593, 1.8499400615692139]","[1578.988997489214, 1552.8298240569927, 301.1917135864423, 1447.141688913107, 598.6204917021655, 2183.2489416360063, 1701.6737292706966, 2376.4724449896594, 357.5164427202303, 1528.0069271661341, 480.6351375606941, 1870.3121844006496]"
986,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04430864751338959, -0.7760486006736755, 1.8462425470352173, -0.08089004456996918, -1.2107889652252197, 2.033639907836914, 0.04544137418270111, -1.3025996685028076, 1.975150465965271, -0.025941384956240654, -0.8397974371910095, 1.8500179052352905]","[1576.9060577452183, 1563.41885760741, 301.2973701517154, 1443.0026300251484, 607.3614490170751, 2209.8328843016698, 1704.0694399178028, 2413.423428801969, 361.64356881951966, 1529.2720256187022, 482.4140773116843, 1870.3908853057037]"
987,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04163254797458649, -0.7819593548774719, 1.8464112281799316, -0.08098302781581879, -1.2287850379943848, 2.0560691356658936, 0.04551546275615692, -1.3200069665908813, 1.9975738525390625, -0.024365318939089775, -0.8417960405349731, 1.849535584449768]","[1572.8651474416256, 1575.326597118667, 301.3248980544703, 1442.8566463291645, 616.3887206123886, 2234.2053629469638, 1704.1902042925358, 2445.6752265367127, 365.7492173183557, 1531.746449265629, 483.5621570097067, 1869.903253051723]"
988,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04029594361782074, -0.7871556282043457, 1.8469760417938232, -0.08324871957302094, -1.2448906898498535, 2.079212188720703, 0.04677732288837433, -1.338276743888855, 2.0192277431488037, -0.02358473651111126, -0.8449134826660156, 1.8496015071868896]","[1570.8468748629093, 1585.794951422076, 301.41707275641545, 1439.2995102703571, 624.4677107000481, 2259.353512079252, 1706.2470363080502, 2479.5250037446276, 369.7139736312917, 1532.9719636775553, 485.3529435763456, 1869.9699017507965]"
989,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.04029594361782074, -0.7871556282043457, 1.8469760417938232, -0.08324871957302094, -1.2448906898498535, 2.079212188720703, 0.04677732288837433, -1.338276743888855, 2.0192277431488037, -0.02358473651111126, -0.8449134826660156, 1.8496015071868896]","[1570.8468748629093, 1585.794951422076, 301.41707275641545, 1439.2995102703571, 624.4677107000481, 2259.353512079252, 1706.2470363080502, 2479.5250037446276, 369.7139736312917, 1532.9719636775553, 485.3529435763456, 1869.9699017507965]"
990,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03895978629589081, -0.7923353314399719, 1.8474982976913452, -0.08532188832759857, -1.260069727897644, 2.1014037132263184, 0.04793040454387665, -1.3554517030715942, 2.040152072906494, -0.022804362699389458, -0.8480233550071716, 1.8496506214141846]","[1568.8292773067951, 1596.229923804422, 301.5023022560401, 1436.0446353256702, 632.0818885693324, 2283.467692970527, 1708.126559406519, 2511.3463298839033, 373.5451497462868, 1534.1971505619586, 487.1393817453331, 1870.0195568394372]"
991,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03762413561344147, -0.7974979281425476, 1.8479775190353394, -0.0871715098619461, -1.2741925716400146, 2.122513771057129, 0.04895801842212677, -1.3713833093643188, 2.0602409839630127, -0.02202434651553631, -0.8511257767677307, 1.849683403968811]","[1566.8124447762966, 1606.6304335560305, 301.58050873595135, 1433.1407295167446, 639.1662534635998, 2306.406709757257, 1709.8015700280666, 2540.8640035138255, 377.2233634385418, 1535.421775970608, 488.92153999537237, 1870.052700405884]"
992,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03628896176815033, -0.8026434779167175, 1.8484141826629639, -0.08876816928386688, -1.2871544361114502, 2.1424598693847656, 0.04984353482723236, -1.385948657989502, 2.079432487487793, -0.021244270727038383, -0.8542203307151794, 1.84969961643219]","[1564.796332269907, 1616.9966007557541, 301.65177001354215, 1430.633974224329, 645.6682426734781, 2328.080922496724, 1711.2449617683887, 2567.8503097986177, 380.73726475659765, 1536.6464949585497, 490.69917865100234, 1870.0690914060178]"
993,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03628896176815033, -0.8026434779167175, 1.8484141826629639, -0.08876816928386688, -1.2871544361114502, 2.1424598693847656, 0.04984353482723236, -1.385948657989502, 2.079432487487793, -0.021244270727038383, -0.8542203307151794, 1.84969961643219]","[1564.796332269907, 1616.9966007557541, 301.65177001354215, 1430.633974224329, 645.6682426734781, 2328.080922496724, 1711.2449617683887, 2567.8503097986177, 380.73726475659765, 1536.6464949585497, 490.69917865100234, 1870.0690914060178]"
994,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.034954264760017395, -0.8077713251113892, 1.848807692527771, -0.09008412063121796, -1.2988723516464233, 2.1611955165863037, 0.05057196319103241, -1.3990492820739746, 2.0976998805999756, -0.020464492961764336, -0.8573072552680969, 1.8496991395950317]","[1562.7809397876263, 1627.3271045362126, 301.71598881707126, 1428.5679306089878, 651.5462365792592, 2348.43981156803, 1712.4323000013828, 2592.1228118281433, 384.081964490595, 1537.87074605003, 492.4724346696293, 1870.0686093177787]"
995,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.033175572752952576, -0.8145808577537537, 1.8492658138275146, -0.09136025607585907, -1.312456727027893, 2.184267997741699, 0.05127580463886261, -1.4141093492507935, 2.1206207275390625, -0.01942513696849346, -0.861410915851593, 1.849672794342041]","[1560.0951148569584, 1641.0455130680032, 301.79075187734463, 1426.5643979609013, 658.3604925335549, 2373.5112745065476, 1713.579561561346, 2620.025720022218, 388.2786963498898, 1539.5025349594653, 494.82974554760636, 1870.0419739425613]"
996,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.03139747679233551, -0.8213580250740051, 1.8496472835540771, -0.09204526245594025, -1.3236241340637207, 2.205183267593384, 0.05164940655231476, -1.4263033866882324, 2.1419475078582764, -0.01838601939380169, -0.8655007481575012, 1.8496172428131104]","[1557.4101899564266, 1654.6987187827535, 301.85300579170183, 1425.4889379441738, 663.9623378706422, 2396.2386270354705, 1714.188532680273, 2642.6185214444918, 392.18355984204965, 1541.1339495517313, 497.17911289601545, 1869.985810662691]"
997,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.029620574787259102, -0.8281023502349854, 1.8499529361724854, -0.09210379421710968, -1.3323321342468262, 2.224015951156616, 0.05167423188686371, -1.4355614185333252, 2.1617660522460938, -0.017347199842333794, -0.8695762157440186, 1.849531888961792]","[1554.7270679287612, 1668.2857610496415, 301.9028867405805, 1425.3970430791378, 668.330484394234, 2416.702959623212, 1714.2289979755878, 2659.771566620085, 395.8122702844795, 1542.764896247536, 499.52022856069243, 1869.899516867869]"
998,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[0.027844564989209175, -0.8348133563995361, 1.8501824140548706, -0.09151579439640045, -1.3385868072509766, 2.2408759593963623, 0.051338836550712585, -1.4418632984161377, 2.180180549621582, -0.0163088571280241, -0.8736375570297241, 1.8494174480438232]","[1552.0452931337059, 1681.8056792378454, 301.94033636093604, 1426.3202027976513, 671.4679818178433, 2435.023705835071, 1713.6823035776615, 2671.447528868837, 399.1839043263623, 1544.3950943090022, 501.85322949904355, 1869.7838156904538]"
