i,joint_names,positions,pulse_position
1146,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9593687057495117, 1.8432562351226807, -4.371138828673793e-08, -1.1341575384140015, 2.3580379486083984, -4.371138828673793e-08, -1.1341575384140015, 2.3580379486083984, 4.569557887634801e-08, -0.9593687057495117, 1.8432562351226807]","[1510, 1932.7334971871167, 300.81001927403963, 1570, 568.921245344051, 2562.3365184688196, 1630, 2101.338148125608, 431.74901043796956, 1570, 551.1007160654027, 1863.5547535513676]"
1147,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9658882021903992, 1.8429547548294067, 1.649048613217019e-07, -1.1076740026474, 2.359839677810669, -1.3909067675399456e-08, -1.1076740026474, 2.359839677810669, 4.569557887634801e-08, -0.9658882021903992, 1.8429547548294067]","[1510, 1945.8676020214527, 300.7608192273492, 1570, 555.6364540878748, 2564.2943480847907, 1630, 2052.270128808441, 432.0789011424922, 1570, 554.8457821025025, 1863.2499532621146]"
1148,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9710768461227417, 1.842660665512085, 4.569557887634801e-08, -1.0859971046447754, 2.359964370727539, -1.3909067675399456e-08, -1.0859971046447754, 2.359964370727539, 4.569557887634801e-08, -0.9710768461227417, 1.842660665512085]","[1510, 1956.3205862317104, 300.71282535024943, 1570, 544.7627902544582, 2564.4298442987847, 1630, 2012.1077252946923, 432.1017320063886, 1570, 557.8263518973954, 1862.9526253405697]"
1149,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9775285720825195, 1.8422268629074097, 1.5893254712295857e-08, -1.058411717414856, 2.35821270942688, 1.5893254712295857e-08, -1.058411717414856, 2.35821270942688, 4.569557887634801e-08, -0.9775285720825195, 1.8422268629074097]","[1510, 1969.318161410476, 300.64203097701636, 1570, 530.925283272765, 2562.5264204283944, 1630, 1960.9982237010192, 431.7810085703521, 1570, 561.5324877917421, 1862.5140455649305]"
1150,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9839418530464172, 1.841719627380371, 1.5893254712295857e-08, -1.0304750204086304, 2.354034900665283, 1.5893254712295857e-08, -1.0304750204086304, 2.354034900665283, 4.569557887634801e-08, -0.9839418530464172, 1.841719627380371]","[1510, 1982.2382857292216, 300.5592527252695, 1570, 516.9115506886594, 2557.9866495721467, 1630, 1909.2378243177905, 431.01606549567305, 1570, 565.2165393043161, 1862.00122420045]"
1151,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9890444278717041, 1.8412610292434692, 4.569557887634801e-08, -1.008050560951233, 2.348721504211426, -1.3909067675399456e-08, -1.008050560951233, 2.348721504211426, 4.569557887634801e-08, -0.9890444278717041, 1.8412610292434692]","[1510, 1992.5178760761164, 300.48441184760316, 1570, 505.6628916897429, 2552.212904591131, 1630, 1867.6903580153405, 430.04320004099645, 1570, 568.1476674755191, 1861.537575836371]"
1152,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9890444278717041, 1.8412610292434692, 4.569557887634801e-08, -1.008050560951233, 2.348721504211426, -1.3909067675399456e-08, -1.008050560951233, 2.348721504211426, 4.569557887634801e-08, -0.9890444278717041, 1.8412610292434692]","[1510, 1992.5178760761164, 300.48441184760316, 1570, 505.6628916897429, 2552.212904591131, 1630, 1867.6903580153405, 430.04320004099645, 1570, 568.1476674755191, 1861.537575836371]"
1153,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9953871369361877, 1.8406215906143188, -1.0331603306212855e-07, -0.9801967740058899, 2.3393397331237793, 1.5893254712295857e-08, -0.9801967740058899, 2.3393397331237793, 4.569557887634801e-08, -0.9953871369361877, 1.8406215906143188]","[1510, 2005.2958270332122, 300.3800587236619, 1570, 491.69074882619304, 2542.0183041692094, 1630, 1816.0835722773904, 428.325428541332, 1570, 571.7911795958155, 1860.891095507564]"
1154,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0016896724700928, 1.8399088382720947, -1.0331603306212855e-07, -0.9528805613517761, 2.3266239166259766, 1.5893254712295857e-08, -0.9528805613517761, 2.3266239166259766, 4.569557887634801e-08, -1.0016896724700928, 1.8399088382720947]","[1510, 2017.9928448435585, 300.2637411755551, 1570, 477.9882664153337, 2528.200799241565, 1630, 1765.4727904695392, 425.9972042678095, 1570, 575.4116143931432, 1860.1704941119754]"
1155,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0067026615142822, 1.8392857313156128, -1.3909067675399456e-08, -0.9316728711128235, 2.3138604164123535, -4.371138828673793e-08, -0.9316728711128235, 2.3138604164123535, 4.569557887634801e-08, -1.0067026615142822, 1.8392857313156128]","[1510, 2028.0919566747784, 300.16205329732225, 1570, 467.3499687071616, 2514.33147931813, 1630, 1726.1797231280648, 423.6602492623955, 1570, 578.2912808189127, 1859.540525305362]"
1156,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0116890668869019, 1.8386156558990479, -1.3909067675399456e-08, -0.9112478494644165, 2.298654794692993, 1.5893254712295857e-08, -0.9112478494644165, 2.298654794692993, 4.569557887634801e-08, -1.0116890668869019, 1.8386156558990479]","[1510, 2038.1375133376741, 300.05270040588414, 1570, 457.1042767650699, 2497.8084543852474, 1630, 1688.3367641806615, 420.87614982315523, 1570, 581.1556764938749, 1858.8630708071846]"
1157,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0166490077972412, 1.8378987312316895, 7.549790126404332e-08, -0.8917801976203918, 2.2808988094329834, 1.5893254712295857e-08, -0.8917801976203918, 2.2808988094329834, 4.569557887634801e-08, -1.0166490077972412, 1.8378987312316895]","[1510, 2048.1297549899514, 299.935701955589, 1570, 447.33882500383146, 2478.5141044024717, 1630, 1652.2675955786676, 417.62508718869486, 1570, 584.0048698967331, 1858.138251139503]"
1158,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0228112936019897, 1.836936593055725, -1.9272300733064185e-07, -0.8690094947814941, 2.2549870014190674, 1.5893254712295857e-08, -0.8690094947814941, 2.2549870014190674, 4.569557887634801e-08, -1.0228112936019897, 1.836936593055725]","[1510, 2060.5442272597897, 299.7786859109712, 1570, 435.91648183043, 2450.357317539566, 1630, 1610.0786183736848, 412.88072017150193, 1570, 587.5447394997794, 1857.1655175947972]"
1159,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.028930902481079, 1.8359012603759766, -1.3909067675399456e-08, -0.8481521010398865, 2.224841594696045, -1.3909067675399456e-08, -0.8481521010398865, 2.224841594696045, 4.569557887634801e-08, -1.028930902481079, 1.8359012603759766]","[1510, 2072.8727230710633, 299.6097248965361, 1570, 425.45390143908475, 2417.600136275337, 1630, 1571.4345714443614, 407.36119512331686, 1570, 591.0600937270904, 1856.11878350537]"
1160,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.035007357597351, 1.8347926139831543, -1.3311836255525122e-07, -0.8292850255966187, 2.1904282569885254, -1.3909067675399456e-08, -0.8292849063873291, 2.1904280185699463, 4.569557887634801e-08, -1.035007357597351, 1.8347926139831543]","[1510, 2085.11428179295, 299.42879945793544, 1570, 415.9897135342949, 2380.205253812815, 1630, 1536.477914605514, 401.0601822635182, 1570, 594.5506586638531, 1854.997928349161]"
1161,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.035007357597351, 1.8347926139831543, -1.3311836255525122e-07, -0.8292850255966187, 2.1904282569885254, -1.3909067675399456e-08, -0.8292849063873291, 2.1904280185699463, 4.569557887634801e-08, -1.035007357597351, 1.8347926139831543]","[1510, 2085.11428179295, 299.42879945793544, 1570, 415.9897135342949, 2380.205253812815, 1630, 1536.477914605514, 401.0601822635182, 1570, 594.5506586638531, 1854.997928349161]"
1162,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.041040301322937, 1.8336107730865479, 1.5893254712295857e-08, -0.8123669624328613, 2.1518237590789795, -4.371138828673793e-08, -0.8123669624328613, 2.1518237590789795, 4.569557887634801e-08, -1.041040301322937, 1.8336107730865479]","[1510, 2097.268182952333, 299.2359290495175, 1570, 407.50319800366253, 2338.256092295224, 1630, 1505.1327797232052, 393.9918690314297, 1570, 598.0162288739584, 1853.8030726482302]"
1163,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0458348989486694, 1.8326127529144287, -4.371138828673793e-08, -0.8001474142074585, 2.1180806159973145, 1.5893254712295857e-08, -0.8001474142074585, 2.1180806159973145, 4.569557887634801e-08, -1.0458348989486694, 1.8326127529144287]","[1510, 2106.927325867097, 299.0730572460804, 1570, 401.3735728339005, 2301.5894695985476, 1630, 1482.4927125639226, 387.8136102620264, 1570, 600.7704423155177, 1852.7940619635226]"
1164,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0517879724502563, 1.8312993049621582, -7.351371067443324e-08, -0.7863699197769165, 2.072720766067505, -4.371138828673793e-08, -0.7863698601722717, 2.072720527648926, 4.569557887634801e-08, -1.0517879724502563, 1.8312993049621582]","[1510, 2118.9203213638025, 298.85870923720927, 1570, 394.4624436268366, 2252.299677627215, 1630, 1456.9660119941896, 379.50832693554156, 1570, 604.1901317944979, 1851.4661499085646]"
1165,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0565178394317627, 1.8301960229873657, -7.351371067443324e-08, -0.776455283164978, 2.0343847274780273, -4.371138828673793e-08, -0.776455283164978, 2.0343847274780273, 4.569557887634801e-08, -1.0565178394317627, 1.8301960229873657]","[1510, 2128.4490586444863, 298.67865924427923, 1570, 389.4890186683554, 2210.6422345359283, 1630, 1438.5965366944095, 372.4891677240026, 1570, 606.9071613002351, 1850.350718245047]"
1166,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0623893737792969, 1.8287513256072998, -7.351371067443324e-08, -0.7654358744621277, 1.9849721193313599, -7.351371067443324e-08, -0.7654358744621277, 1.9849721193313599, 4.569557887634801e-08, -1.0623893737792969, 1.8287513256072998]","[1510, 2140.277786270637, 298.44289199799954, 1570, 383.961412925905, 2156.9485565348105, 1630, 1418.1800574198749, 363.4418813208838, 1570, 610.2800113462459, 1848.890111402241]"
1167,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0670534372329712, 1.8275429010391235, 4.569557887634801e-08, -0.7578721046447754, 1.9454513788223267, -4.371138828673793e-08, -0.7578721046447754, 1.9454513788223267, 4.569557887634801e-08, -1.0670534372329712, 1.8275429010391235]","[1510, 2149.673956497891, 298.2456832699248, 1570, 380.1672404249653, 2114.003769873091, 1630, 1404.1660976986623, 356.20576342183955, 1570, 612.9592406078324, 1847.6683792819733]"
1168,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0716876983642578, 1.826287865638733, -4.371138828673793e-08, -0.7517723441123962, 1.9074759483337402, -1.0331603306212855e-07, -0.7517723441123962, 1.9074759483337402, 7.549790126404332e-08, -1.0716876983642578, 1.826287865638733]","[1510, 2159.0100872987728, 298.0408678916896, 1570, 377.10745089763526, 2072.738177687476, 1630, 1392.8646170251366, 349.25258671657105, 1570, 615.621350193626, 1846.3995230363207]"
1169,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.077438235282898, 1.8246535062789917, -1.3909067675399456e-08, -0.7471580505371094, 1.8652474880218506, -1.3909067675399456e-08, -0.7471580505371094, 1.8652474880218506, 7.549790126404332e-08, -1.077438235282898, 1.8246535062789917]","[1510, 2170.5950548538526, 297.7741487773654, 1570, 374.79280803866675, 2026.8510764897524, 1630, 1384.3153716266884, 341.5206942070645, 1570, 618.9246943559177, 1844.7471655963611]"
1170,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.083141565322876, 1.8229464292526245, -7.351371067443324e-08, -0.7477529048919678, 1.8338757753372192, 4.569557887634801e-08, -0.7477529048919678, 1.8338757753372192, 7.549790126404332e-08, -1.083141565322876, 1.8229464292526245]","[1510, 2182.0849199575587, 297.4955625106169, 1570, 375.0912015765148, 1992.7613430712627, 1630, 1385.4175025971272, 335.7766365614582, 1570, 622.2009209517537, 1843.021289699919]"
1171,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0876696109771729, 1.8215283155441284, 1.5893254712295857e-08, -0.7539476156234741, 1.8213517665863037, -1.3909067675399456e-08, -0.7539476156234741, 1.8213517665863037, 7.549790126404332e-08, -1.0876696109771729, 1.8215283155441284]","[1510, 2191.2070702428496, 297.2641335839939, 1570, 378.1986204531226, 1979.1522639641887, 1630, 1396.894904576856, 333.48353165696955, 1570, 624.8020160130213, 1841.58755927645]"
1172,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.0876696109771729, 1.8215283155441284, 1.5893254712295857e-08, -0.7539476156234741, 1.8213517665863037, -1.3909067675399456e-08, -0.7539476156234741, 1.8213517665863037, 7.549790126404332e-08, -1.0876696109771729, 1.8215283155441284]","[1510, 2191.2070702428496, 297.2641335839939, 1570, 378.1986204531226, 1979.1522639641887, 1630, 1396.894904576856, 333.48353165696955, 1570, 624.8020160130213, 1841.58755927645]"
1173,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[7.549790126404332e-08, -1.0991746187210083, 1.8221631050109863, 1.5893254712295857e-08, -0.7640318870544434, 1.8218871355056763, -4.371138828673793e-08, -0.7640318870544434, 1.8218871355056763, 1.5893254712295857e-08, -1.0991746187210083, 1.8221631050109863]","[1510, 2214.3849305572903, 297.367727988354, 1570, 383.257138398449, 1979.7340168294347, 1630, 1415.5787853749166, 333.58155594928206, 1570, 631.4109641348097, 1842.2293392449246]"
1174,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[7.549790126404332e-08, -1.1161580085754395, 1.8338624238967896, 1.5893254712295857e-08, -0.7698965072631836, 1.823293685913086, -4.371138828673793e-08, -0.7698965072631836, 1.823293685913086, -1.3909067675399456e-08, -1.1161580085754395, 1.8338624238967896]","[1510, 2248.5994783851797, 299.276997178645, 1570, 386.1989757707881, 1981.2624296677861, 1630, 1426.4446040566206, 333.83909071325337, 1570, 641.1669195395492, 1854.0574947164837]"
1175,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -1.136968731880188, 1.853796124458313, 1.5893254712295857e-08, -0.775747537612915, 1.8246535062789917, -4.371138828673793e-08, -0.775747537612915, 1.8246535062789917, 1.5893254712295857e-08, -1.136968731880188, 1.853796124458313]","[1510, 2290.524529505496, 302.53007547338126, 1570, 389.13399613645083, 1982.7400638102622, 1630, 1437.2852437943104, 334.0880693599709, 1570, 653.1214521883142, 1874.2107114692399]"
1176,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.1602208614349365, 1.879197359085083, 1.5893254712295857e-08, -0.7815847992897034, 1.8259668350219727, -4.371138828673793e-08, -0.7815847992897034, 1.8259668350219727, 4.569557887634801e-08, -1.1602208614349365, 1.879197359085083]","[1510, 2337.368010434225, 306.6754274499905, 1570, 392.06210979798107, 1984.1671783318418, 1630, 1448.1003732860913, 334.32853554309423, 1570, 666.4784286780322, 1899.891672495063]"
1177,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -1.1785632371902466, 1.9005008935928345, 1.5893254712295857e-08, -0.7859534621238708, 1.8269212245941162, -4.371138828673793e-08, -0.7859534621238708, 1.8269212245941162, 1.5893254712295857e-08, -1.1785632371902466, 1.9005008935928345]","[1510, 2374.3203561046885, 310.1520556603138, 1570, 394.2535382511909, 1985.204255472603, 1630, 1456.1945203148825, 334.5032811419038, 1570, 677.0150412989271, 1921.429808237066]"
1178,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -1.1972261667251587, 1.9229114055633545, 4.569557887634801e-08, -0.7903141975402832, 1.8278493881225586, -1.3909067675399456e-08, -0.7903141975402832, 1.8278493881225586, 4.569557887634801e-08, -1.1972261667251587, 1.9229114055633545]","[1510, 2411.918485845211, 313.80933694836244, 1570, 396.4409901171729, 1986.212834365679, 1630, 1464.273979626332, 334.67322483817304, 1570, 687.7357931526506, 1944.0871118264406]"
1179,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.2158663272857666, 1.9458444118499756, 4.569557887634801e-08, -0.7946667075157166, 1.8287513256072998, -1.3909067675399456e-08, -0.7946667075157166, 1.8287513256072998, 4.569557887634801e-08, -1.2158663272857666, 1.9458444118499756]","[1510, 2449.470745463985, 317.5518866447323, 1570, 398.62431590016655, 1987.19291501107, 1630, 1472.3381990506152, 334.8383666319019, 1570, 698.4434655740681, 1967.2726636039513]"
1180,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.2158663272857666, 1.9458444118499756, 4.569557887634801e-08, -0.7946667075157166, 1.8287513256072998, -1.3909067675399456e-08, -0.7946667075157166, 1.8287513256072998, 4.569557887634801e-08, -1.2158663272857666, 1.9458444118499756]","[1510, 2449.470745463985, 317.5518866447323, 1570, 398.62431590016655, 1987.19291501107, 1630, 1472.3381990506152, 334.8383666319019, 1570, 698.4434655740681, 1967.2726636039513]"
1181,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -1.2341938018798828, 1.9688410758972168, 4.569557887634801e-08, -0.7990109920501709, 1.8296269178390503, -1.3909067675399456e-08, -0.7990109920501709, 1.8296269178390503, 4.569557887634801e-08, -1.2341938018798828, 1.9688410758972168]","[1510, 2486.393071421262, 321.30482496306047, 1570, 400.803515600172, 1988.1443678712862, 1630, 1480.3871785877318, 334.9986846962607, 1570, 708.9715183570667, 1990.522574161399]"
1182,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -1.2519638538360596, 1.9915480613708496, 4.569557887634801e-08, -0.8033468127250671, 1.8304762840270996, -1.3909067675399456e-08, -0.8033468127250671, 1.8304762840270996, 1.0530022365173863e-07, -1.2519638538360596, 1.9915480613708496]","[1510, 2522.1924199476725, 325.0104892151736, 1570, 402.9784696205807, 1989.0673224838174, 1630, 1488.4204765018223, 335.1542008580791, 1570, 719.1793647240352, 2013.4796161135148]"
1183,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -1.2689719200134277, 2.013701915740967, 4.569557887634801e-08, -0.8076741099357605, 1.8312993049621582, -1.3909067675399456e-08, -0.8076741099357605, 1.8312993049621582, 4.569557887634801e-08, -1.2689719200134277, 2.013701915740967]","[1510, 2556.4566804205983, 328.6258852914688, 1570, 405.1491480622408, 1989.9616493111737, 1630, 1496.4379823589215, 335.30489329052745, 1570, 728.9494952203312, 2035.877435708124]"
1184,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.2850468158721924, 2.035112142562866, 4.569557887634801e-08, -0.8119928240776062, 1.8320960998535156, -1.3909067675399456e-08, -0.8119928240776062, 1.8320960998535156, 4.569557887634801e-08, -1.2850468158721924, 2.035112142562866]","[1510, 2588.840986374956, 332.11992514346395, 1570, 407.315521026, 1990.8274778908449, 1630, 1504.4395857250645, 335.4507838204354, 1570, 738.1835744282005, 2057.523438693655]"
1185,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.2850468158721924, 2.035112142562866, 4.569557887634801e-08, -0.8119928240776062, 1.8320960998535156, -1.3909067675399456e-08, -0.8119928240776062, 1.8320960998535156, 4.569557887634801e-08, -1.2850468158721924, 2.035112142562866]","[1510, 2588.840986374956, 332.11992514346395, 1570, 407.315521026, 1990.8274778908449, 1630, 1504.4395857250645, 335.4507838204354, 1570, 738.1835744282005, 2057.523438693655]"
