i,joint_names,positions
1149,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1150,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1151,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1152,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1153,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1154,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1155,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1156,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1157,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1158,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1159,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1160,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1161,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1162,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1163,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1164,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1165,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1166,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1167,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1168,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1169,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1170,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1171,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1172,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1173,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1174,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1175,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1176,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1177,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1178,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1179,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924, 1.5893254712295857e-08, -1.235984206199646, 2.512333393096924]"
1180,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0591498613357544, 2.108851671218872, 4.569557887634801e-08, -1.0591498613357544, 2.108851671218872, -1.3909067675399456e-08, -1.0591498613357544, 2.108851671218872, 4.569557887634801e-08, -1.0591498613357544, 2.108851671218872]"
1181,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -1.0591498613357544, 2.108851671218872, 4.569557887634801e-08, -1.0591498613357544, 2.108851671218872, -1.3909067675399456e-08, -1.0591498613357544, 2.108851671218872, 4.569557887634801e-08, -1.0591498613357544, 2.108851671218872]"
1182,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1183,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1184,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1185,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1186,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1187,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1188,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1189,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1190,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1191,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1192,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1193,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1194,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1195,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1196,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1197,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1198,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1199,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1200,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1201,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
1202,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256, -1.3909067675399456e-08, -0.9355980157852173, 1.8437325954437256, 4.569557887634801e-08, -0.9355980157852173, 1.8437325954437256]"
