i,joint_names,positions
807,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9421906471252441, 2.320539951324463, 4.569557887634801e-08, -1.0041993856430054, 1.8396031856536865, -1.3909067675399456e-08, -1.0041993856430054, 1.8396031856536865, -1.3311836255525122e-07, -0.9421905875205994, 2.320539951324463]"
808,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.0331603306212855e-07, -0.9213511943817139, 2.306570053100586, 4.569557887634801e-08, -1.0091991424560547, 1.838956594467163, -1.3909067675399456e-08, -1.0091991424560547, 1.838956594467163, -4.371138828673793e-08, -0.9213511347770691, 2.306570053100586]"
809,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.8965488076210022, 2.2855820655822754, 4.569557887634801e-08, -1.015411615371704, 1.8380824327468872, -1.3909067675399456e-08, -1.015411615371704, 1.8380824327468872, -1.3311836255525122e-07, -0.8965488076210022, 2.2855820655822754]"
810,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.8734151124954224, 2.260505199432373, 4.569557887634801e-08, -1.0215822458267212, 1.8371349573135376, -1.3909067675399456e-08, -1.0215822458267212, 1.8371349573135376, -7.351371067443324e-08, -0.8734151721000671, 2.260505437850952]"
811,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8521651029586792, 2.2312123775482178, 4.569557887634801e-08, -1.0277104377746582, 1.8361141681671143, -1.3909067675399456e-08, -1.0277104377746582, 1.8361141681671143, -1.0331603306212855e-07, -0.8521650433540344, 2.2312123775482178]"
812,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -0.8365932106971741, 2.2047038078308105, 4.569557887634801e-08, -1.03258216381073, 1.83524489402771, -1.3909067675399456e-08, -1.03258216381073, 1.83524489402771, 7.549790126404332e-08, -0.8365930914878845, 2.2047035694122314]"
813,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-7.351371067443324e-08, -0.8189073801040649, 2.167757272720337, 4.569557887634801e-08, -1.0386325120925903, 1.8340922594070435, -1.3909067675399456e-08, -1.0386325120925903, 1.8340922594070435, -7.351371067443324e-08, -0.8189073204994202, 2.167757272720337]"
814,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.0331603306212855e-07, -0.8030982613563538, 2.1267426013946533, 4.569557887634801e-08, -1.044638991355896, 1.8328666687011719, -1.3909067675399456e-08, -1.044638991355896, 1.8328666687011719, -4.371138828673793e-08, -0.8030982613563538, 2.1267426013946533]"
815,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.0331603306212855e-07, -0.8030982613563538, 2.1267426013946533, 4.569557887634801e-08, -1.044638991355896, 1.8328666687011719, -1.3909067675399456e-08, -1.044638991355896, 1.8328666687011719, -4.371138828673793e-08, -0.8030982613563538, 2.1267426013946533]"
816,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.0331603306212855e-07, -0.7889993786811829, 2.0820460319519043, 4.569557887634801e-08, -1.0506010055541992, 1.8315678834915161, -1.3909067675399456e-08, -1.0506010055541992, 1.8315678834915161, -4.371138828673793e-08, -0.7889993190765381, 2.0820460319519043]"
817,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.776455283164978, 2.0343847274780273, 4.569557887634801e-08, -1.0565178394317627, 1.8301960229873657, -1.3909067675399456e-08, -1.0565178394317627, 1.8301960229873657, -7.351371067443324e-08, -0.776455283164978, 2.0343847274780273]"
818,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-7.351371067443324e-08, -0.7654358744621277, 1.9849721193313599, 4.569557887634801e-08, -1.0623893737792969, 1.8287513256072998, -1.3909067675399456e-08, -1.0623893737792969, 1.8287513256072998, -7.351371067443324e-08, -0.7654358744621277, 1.9849721193313599]"
819,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7561914324760437, 1.9357454776763916, 4.569557887634801e-08, -1.068214774131775, 1.8272335529327393, -1.3909067675399456e-08, -1.068214774131775, 1.8272335529327393, 1.5893254712295857e-08, -0.7561914324760437, 1.9357454776763916]"
820,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[1.5893254712295857e-08, -0.7505399584770203, 1.8984414339065552, 7.549790126404332e-08, -1.0728415250778198, 1.8259668350219727, 1.5893254712295857e-08, -1.0728415250778198, 1.8259668350219727, -1.3909067675399456e-08, -0.7505399584770203, 1.8984414339065552]"
821,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7471580505371094, 1.8652474880218506, 7.549790126404332e-08, -1.077438235282898, 1.8246535062789917, 1.5893254712295857e-08, -1.077438235282898, 1.8246535062789917, -1.3909067675399456e-08, -0.7471580505371094, 1.8652474880218506]"
822,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7471580505371094, 1.8652474880218506, 7.549790126404332e-08, -1.077438235282898, 1.8246535062789917, 1.5893254712295857e-08, -1.077438235282898, 1.8246535062789917, -1.3909067675399456e-08, -0.7471580505371094, 1.8652474880218506]"
823,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -0.7470898628234863, 1.8389654159545898, 7.549790126404332e-08, -1.0820046663284302, 1.823293685913086, 1.5893254712295857e-08, -1.0820046663284302, 1.823293685913086, -4.371138828673793e-08, -0.7470898628234863, 1.8389654159545898]"
824,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -0.7518052458763123, 1.8231675624847412, 7.549790126404332e-08, -1.0865404605865479, 1.8218871355056763, 1.5893254712295857e-08, -1.0865404605865479, 1.8218871355056763, -7.351371067443324e-08, -0.7518052458763123, 1.8231675624847412]"
825,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[4.569557887634801e-08, -0.7518052458763123, 1.8231675624847412, 7.549790126404332e-08, -1.0865404605865479, 1.8218871355056763, 1.5893254712295857e-08, -1.0865404605865479, 1.8218871355056763, -7.351371067443324e-08, -0.7518052458763123, 1.8231675624847412]"
826,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7654993534088135, 1.8222432136535645, -4.371138828673793e-08, -1.1029764413833618, 1.824141502380371, 1.5893254712295857e-08, -1.1029764413833618, 1.824141502380371, 1.5893254712295857e-08, -0.7654993534088135, 1.8222432136535645]"
827,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7713605761528015, 1.8236379623413086, -1.3909067675399456e-08, -1.1210602521896362, 1.838192343711853, -4.371138828673793e-08, -1.1210602521896362, 1.838192343711853, 1.5893254712295857e-08, -0.7713605761528015, 1.8236379623413086]"
828,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.775747537612915, 1.8246535062789917, 1.5893254712295857e-08, -1.136968731880188, 1.853796124458313, -4.371138828673793e-08, -1.136968731880188, 1.853796124458313, 1.5893254712295857e-08, -0.775747537612915, 1.8246535062789917]"
829,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.775747537612915, 1.8246535062789917, 1.5893254712295857e-08, -1.136968731880188, 1.853796124458313, -4.371138828673793e-08, -1.136968731880188, 1.853796124458313, 1.5893254712295857e-08, -0.775747537612915, 1.8246535062789917]"
830,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-4.371138828673793e-08, -0.7815847992897034, 1.8259668350219727, 4.569557887634801e-08, -1.1602208614349365, 1.879197359085083, 1.5893254712295857e-08, -1.1602208614349365, 1.879197359085083, 1.5893254712295857e-08, -0.7815847992897034, 1.8259668350219727]"
831,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7874079942703247, 1.8272335529327393, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, -1.3909067675399456e-08, -1.1847667694091797, 1.9078797101974487, 4.569557887634801e-08, -0.7874079942703247, 1.8272335529327393]"
832,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7917659282684326, 1.8281528949737549, 1.5893254712295857e-08, -1.2034573554992676, 1.9305227994918823, 7.549790126404332e-08, -1.2034573554992676, 1.9305227994918823, 4.569557887634801e-08, -0.7917659282684326, 1.8281528949737549]"
833,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.7975637316703796, 1.8293379545211792, -7.351371067443324e-08, -1.228135347366333, 1.9611923694610596, 1.5893254712295857e-08, -1.228135347366333, 1.9611923694610596, 4.569557887634801e-08, -0.7975637316703796, 1.8293379545211792]"
834,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8019024133682251, 1.8301960229873657, -4.371138828673793e-08, -1.246115803718567, 1.9840291738510132, -1.3909067675399456e-08, -1.246115803718567, 1.9840291738510132, 4.569557887634801e-08, -0.8019024133682251, 1.8301960229873657]"
835,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8019024133682251, 1.8301960229873657, -4.371138828673793e-08, -1.246115803718567, 1.9840291738510132, -1.3909067675399456e-08, -1.246115803718567, 1.9840291738510132, 4.569557887634801e-08, -0.8019024133682251, 1.8301960229873657]"
836,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8076741099357605, 1.8312993049621582, 4.569557887634801e-08, -1.2689719200134277, 2.013701915740967, 4.569557887634801e-08, -1.2689719200134277, 2.013701915740967, 4.569557887634801e-08, -0.8076741099357605, 1.8312993049621582]"
837,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8119928240776062, 1.8320960998535156, 4.569557887634801e-08, -1.2850468158721924, 2.035112142562866, 1.5893254712295857e-08, -1.2850468158721924, 2.035112142562866, 4.569557887634801e-08, -0.8119928240776062, 1.8320960998535156]"
838,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8177375793457031, 1.8331176042556763, -1.3909067675399456e-08, -1.3047897815704346, 2.062286376953125, -1.3909067675399456e-08, -1.3047897815704346, 2.062286376953125, 4.569557887634801e-08, -0.8177375793457031, 1.8331176042556763]"
839,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8220356702804565, 1.833853006362915, 1.5893254712295857e-08, -1.318186640739441, 2.081541061401367, 4.569557887634801e-08, -1.318186640739441, 2.081541061401367, 4.569557887634801e-08, -0.8220356702804565, 1.833853006362915]"
840,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8277524709701538, 1.8347926139831543, 7.549790126404332e-08, -1.3340113162994385, 2.1056532859802246, 1.5893254712295857e-08, -1.3340113162994385, 2.1056532859802246, 4.569557887634801e-08, -0.8277524709701538, 1.8347926139831543]"
841,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8348755240440369, 1.8359012603759766, 4.569557887634801e-08, -1.3503313064575195, 2.133296251296997, 1.5893254712295857e-08, -1.3503313064575195, 2.133296251296997, 4.569557887634801e-08, -0.8348755240440369, 1.8359012603759766]"
842,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.841972291469574, 1.836936593055725, 7.549790126404332e-08, -1.3626749515533447, 2.1582865715026855, -1.3909067675399456e-08, -1.3626749515533447, 2.1582865715026855, 4.569557887634801e-08, -0.841972291469574, 1.836936593055725]"
843,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.849042534828186, 1.8378987312316895, -1.0331603306212855e-07, -1.3710154294967651, 2.180830478668213, 4.569557887634801e-08, -1.3710154294967651, 2.180830478668213, 4.569557887634801e-08, -0.849042534828186, 1.8378987312316895]"
844,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.849042534828186, 1.8378987312316895, -1.0331603306212855e-07, -1.3710154294967651, 2.180830478668213, 4.569557887634801e-08, -1.3710154294967651, 2.180830478668213, 4.569557887634801e-08, -0.849042534828186, 1.8378987312316895]"
845,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.856085479259491, 1.83878755569458, -1.3909067675399456e-08, -1.3754291534423828, 2.201172351837158, -1.3909067675399456e-08, -1.3754291534423828, 2.201172351837158, 4.569557887634801e-08, -0.856085479259491, 1.83878755569458]"
846,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8616998791694641, 1.839445948600769, -1.3909067675399456e-08, -1.376237154006958, 2.2160279750823975, -4.371138828673793e-08, -1.376237154006958, 2.2160279750823975, 4.569557887634801e-08, -0.8616998791694641, 1.839445948600769]"
847,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8686922788619995, 1.840202808380127, -4.371138828673793e-08, -1.3740291595458984, 2.233027935028076, 1.5893254712295857e-08, -1.3740291595458984, 2.233027935028076, 4.569557887634801e-08, -0.8686922788619995, 1.840202808380127]"
848,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8756558895111084, 1.8408862352371216, -1.0331603306212855e-07, -1.3684953451156616, 2.2484889030456543, 4.569557887634801e-08, -1.3684953451156616, 2.2484889030456543, 4.569557887634801e-08, -0.8756558895111084, 1.8408862352371216]"
849,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8825899362564087, 1.841496229171753, 1.0530022365173863e-07, -1.3599358797073364, 2.262606382369995, 1.0530022365173863e-07, -1.3599358797073364, 2.262606620788574, 4.569557887634801e-08, -0.8825899362564087, 1.841496229171753]"
850,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8881155252456665, 1.8419313430786133, 1.5893254712295857e-08, -1.351123332977295, 2.2730472087860107, 7.549790126404332e-08, -1.351123332977295, 2.2730472087860107, 4.569557887634801e-08, -0.8881155252456665, 1.8419313430786133]"
851,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8936216235160828, 1.8423194885253906, 1.0530022365173863e-07, -1.340743064880371, 2.2828104496002197, 1.5893254712295857e-08, -1.340743064880371, 2.2828104496002197, 4.569557887634801e-08, -0.8936216235160828, 1.8423194885253906]"
852,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.8991079330444336, 1.842660665512085, 1.5893254712295857e-08, -1.3289556503295898, 2.291959524154663, 1.5893254712295857e-08, -1.3289556503295898, 2.291959524154663, 4.569557887634801e-08, -0.8991079330444336, 1.842660665512085]"
853,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9045740962028503, 1.8429547548294067, 1.5893254712295857e-08, -1.3159133195877075, 2.3005456924438477, 1.5893254712295857e-08, -1.3159133195877075, 2.3005456924438477, 4.569557887634801e-08, -0.9045740962028503, 1.8429547548294067]"
854,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9045740962028503, 1.8429547548294067, 1.5893254712295857e-08, -1.3159133195877075, 2.3005456924438477, 1.5893254712295857e-08, -1.3159133195877075, 2.3005456924438477, 4.569557887634801e-08, -0.9045740962028503, 1.8429547548294067]"
855,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9100196957588196, 1.843201756477356, -1.0331603306212855e-07, -1.3017570972442627, 2.308610439300537, 1.5893254712295857e-08, -1.3017569780349731, 2.308610200881958, 4.569557887634801e-08, -0.9100196957588196, 1.843201756477356]"
856,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9154446125030518, 1.8434017896652222, 1.5893254712295857e-08, -1.2866125106811523, 2.3161816596984863, 1.5893254712295857e-08, -1.2866125106811523, 2.3161816596984863, 4.569557887634801e-08, -0.9154446125030518, 1.8434017896652222]"
857,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.920848548412323, 1.8435547351837158, 4.569557887634801e-08, -1.2705881595611572, 2.323275089263916, -1.3909067675399456e-08, -1.2705881595611572, 2.323275089263916, 4.569557887634801e-08, -0.920848548412323, 1.8435547351837158]"
858,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9275732040405273, 1.843679666519165, -7.351371067443324e-08, -1.2494559288024902, 2.3314695358276367, -1.3909067675399456e-08, -1.2494559288024902, 2.3314695358276367, 4.569557887634801e-08, -0.9275732040405273, 1.843679666519165]"
859,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9342639446258545, 1.843731164932251, -1.3909067675399456e-08, -1.22722589969635, 2.338883876800537, -7.351371067443324e-08, -1.22722589969635, 2.338883876800537, 4.569557887634801e-08, -0.9342639446258545, 1.843731164932251]"
860,"['front_left_shoulder', 'front_left_leg', 'front_left_foot', 'front_right_shoulder', 'front_right_leg', 'front_right_foot', 'rear_left_shoulder', 'rear_left_leg', 'rear_left_foot', 'rear_right_shoulder', 'rear_right_leg', 'rear_right_foot']","[-1.3909067675399456e-08, -0.9395918846130371, 1.843719482421875, 1.0530022365173863e-07, -1.2087182998657227, 2.3442044258117676, 4.569557887634801e-08, -1.2087182998657227, 2.3442044258117676, 4.569557887634801e-08, -0.9395918846130371, 1.843719482421875]"
